033429	075021	122848	164064	213911	253940	286568	321945	370999	422097	458576	503197
033626	075769	123077	164289	215359	254061	286750	322820	371299	423128	459773	503219
034306	076027	124040	164290	215511	256089	287327	324162	372375	423463	460077	503366
036152	076477	124112	164717	215693	256234	288460	325022	372633	423930	460563	504234
037017	079015	125440	166468	217215	257251	290272	325764	372797	425369	461170	504487
037666	079470	126524	167118	218215	257704	290723	325861	375179	425725	461269	505435
038906	079731	126819	167467	219731	258555	291222	327787	375316	426100	462383	507632
039091	080277	127690	167779	219758	259555	291880	329308	376859	426646	462480	508181



508280	554771	596010	644755	690888	740621	787943	830248	868347	913656	952445	998372
509234	554816	596333	646244	691048	740787	788393	830584	868629	914163	953044	998874
510613	556193	596359	646248	691533	740974	788687	831591	869114	916663	954033	999563
511679	556503	596431	646483	691885	741865	789008	831645	872078	916928	954249	xxxxxx
512151	557341	596433	646551	693289	741907	789088	833182	874070	916970	954365	xxxxxx
513271	558158	596516	646884	694872	745013	790996	834280	876571	917844	955338	xxxxxx
514820	559381	596845	647001	695897	745157	793806	834293	877394	919106	955893	xxxxxx
515145	559875	599982	647814	697350	745505	794921	834718	877505	919113	956056	xxxxxx
515612	560212	602287	648933	697897	745540	795454	834858	879114	920514	956948	xxxxxx
516397	560710	602537	649416	699549	747085	796160	835400	879343	920623	958544	xxxxxx
516683	562047	603793	651257	699553	747117	796762	835422	879396	922407	960177	xxxxxx
517610	562857	605131	651637	699771	747189	797037	836155	880646	922823	961052	xxxxxx
518702	563941	605787	652917	699934	748471	797363	836416	880744	923616	965005	xxxxxx
520546	565685	605979	655267	700311	748537	797627	837045	880762	925988	967112	xxxxxx
520983	565840	608219	655512	700555	748878	797805	837180	881717	926112	967999	xxxxxx
521660	566591	608618	655688	702886	749979	797944	837183	882179	926722	968108	xxxxxx
521981	566906	610237	656429	703354	752784	798892	837360	882402	927432	969162	xxxxxx
522289	567450	612000	656782	703672	753948	799228	837775	883767	927727	970318	xxxxxx
523846	570131	612024	656914	703825	757334	800195	837799	885672	930968	971058	xxxxxx
525401	571244	612391	660092	707945	758208	800342	837821	886373	931861	971230	xxxxxx
525591	571391	612405	661773	708159	758531	801123	838442	888875	933029	971739	xxxxxx
526667	572825	612998	663408	708640	759009	801352	841322	889747	933115	971785	xxxxxx
526808	572826	613558	664234	710730	759551	802960	841929	890404	934035	971861	xxxxxx
527626	573077	615100	665094	710971	759650	803256	844399	892353	934913	972981	xxxxxx
529045	573487	615633	665112	712334	760483	804641	846602	894096	935047	973200	xxxxxx
529482	573540	616696	668650	714103	762754	805981	847005	895002	935507	973328	xxxxxx
529950	574257	618885	672099	714588	763466	806032	847576	896301	937183	974770	xxxxxx
531159	574381	620662	673061	715936	764600	806609	847690	896363	937869	974830	xxxxxx
532352	575158	621837	673104	717839	765495	806983	848570	896680	938035	975040	xxxxxx
533179	576063	622352	674541	720575	765735	807293	848767	896752	938460	975337	xxxxxx
533738	576149	623473	676504	721781	766845	808790	849090	897252	939108	975980	xxxxxx
534525	577124	624488	678396	722047	767885	808918	849157	897535	939497	980037	xxxxxx
535255	580636	624716	678473	723231	768640	809260	849917	897949	939847	980086	xxxxxx
536722	583696	625166	678744	724518	769094	809783	851273	899509	940227	980497	xxxxxx
536987	584088	625553	678880	726033	770336	810007	851917	900570	940266	981659	xxxxxx
537246	585376	627519	679674	726843	770385	810324	852423	901026	941283	981955	xxxxxx
537470	585894	628274	680924	727383	771161	810997	853739	902376	943207	982963	xxxxxx
538648	586234	629769	681027	727987	772228	811049	853965	902536	943353	987950	xxxxxx
540948	586866	629933	682363	728055	772882	811872	855731	903166	943797	988777	xxxxxx
542604	586892	631677	685073	728436	773600	816962	856522	904152	945307	989672	xxxxxx
543499	588152	633520	685089	728770	775441	817340	857193	904187	945353	990122	xxxxxx
545654	589576	634757	685329	730507	776431	820400	858937	904198	945492	991242	xxxxxx
545848	589749	635547	685574	730709	776439	820858	859044	904892	946247	991287	xxxxxx
547269	590906	636425	685744	731935	776761	822359	859924	906294	948679	992035	xxxxxx
548910	591469	637273	686589	733886	779522	822819	860060	906759	949126	992159	xxxxxx
549655	591624	637326	686762	735459	779676	823938	860697	906844	949289	992591	xxxxxx
549796	591714	638496	687045	736492	779948	825249	860960	908710	949479	993535	xxxxxx
550975	592334	638862	687149	736827	781757	825319	862242	909328	949488	993948	xxxxxx
551279	594112	641885	687298	737456	783173	825518	862360	910567	951269	994269	xxxxxx
551432	594566	642832	689701	738298	783236	825553	862480	913466	951341	994315	xxxxxx
551613	595192	643833	690294	738389	783602	826840	864062	913524	951906	994483	xxxxxx
552875	595383	644692	690626	739839	784560	827338	867331	913543	951978	997033	xxxxxx
